Computer ID,System Type,RAM Usage (%),CPU Usage (%),Disk Usage (%),Network Status,MissingPatchsKB,affected microsoft product ,Plateforme,Type of security risk,Severity,Download,Download (Link),CVE identifier(s)
CMP-3624,Workstation,63.7,50.3,79.6,Online,5060998,Windows 10 for 32-bit Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-32724
CMP-3625,Workstation,77.7,53.0,89.3,Online,Click to Run,Microsoft Office 2019 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47175
CMP-3626,Workstation,67.8,53.5,41.8,Online,Click to Run,Microsoft Office 2019 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47175
CMP-3627,Workstation,71.1,48.1,73.4,Online,Click to Run,Microsoft Office LTSC 2024 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47174
CMP-3628,Workstation,35.4,44.6,48.1,Online,Click to Run,Microsoft Office LTSC 2024 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47174
CMP-3629,Workstation,36.3,62.6,85.0,Online,Click to Run,Microsoft Office LTSC 2021 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47174
CMP-3630,Workstation,76.7,21.2,79.6,Online,Click to Run,Microsoft Office LTSC 2021 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47174
CMP-3631,Workstation,60.1,67.8,59.8,Unstable,Click to Run,Microsoft 365 Apps for Enterprise for 64-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47174
CMP-3632,Workstation,31.5,37.2,77.5,Online,Click to Run,Microsoft 365 Apps for Enterprise for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47174
CMP-3633,Workstation,55.8,50.6,52.9,Unstable,5002730,Microsoft Office 2016 (64-bit edition),Unknown Platform,Remote Code Execution,Important,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108205,CVE-2025-47173
CMP-3634,Workstation,35.2,27.3,74.0,Offline,5002730,Microsoft Office 2016 (32-bit edition),Unknown Platform,Remote Code Execution,Important,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108205,CVE-2025-47173
CMP-3635,Workstation,49.1,57.8,42.3,Online,Release Notes,Microsoft Office LTSC for Mac 2024,Unknown Platform,Remote Code Execution,Important,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,CVE-2025-47173
CMP-3636,Workstation,58.5,55.4,69.9,Online,Click to Run,Microsoft Office LTSC 2024 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3637,Workstation,60.4,46.9,73.2,Online,Click to Run,Microsoft Office LTSC 2024 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3638,Workstation,56.3,21.2,50.5,Online,Click to Run,Microsoft Office LTSC 2021 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3639,Workstation,34.5,41.3,85.6,Online,Click to Run,Microsoft Office LTSC 2021 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3640,Workstation,63.6,52.1,83.0,Unstable,Release Notes,Microsoft Office LTSC for Mac 2021,Unknown Platform,Remote Code Execution,Important,Security Update,https://go.microsoft.com/fwlink/p/?linkid=831049,CVE-2025-47173
CMP-3641,Workstation,64.5,68.0,67.2,Online,Click to Run,Microsoft 365 Apps for Enterprise for 64-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3642,Workstation,43.7,46.7,47.2,Online,Click to Run,Microsoft 365 Apps for Enterprise for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3643,Workstation,71.1,54.4,65.0,Online,Click to Run,Microsoft Office 2019 for 64-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3644,Workstation,58.4,55.7,51.3,Online,Click to Run,Microsoft Office 2019 for 32-bit editions,Unknown Platform,Remote Code Execution,Important,Security Update,Unknown,CVE-2025-47173
CMP-3645,Workstation,64.5,51.6,65.4,Online,5002736,Microsoft SharePoint Server Subscription Edition,Unknown Platform,Remote Code Execution,Critical,Security Update,https://www.microsoft.com/en-us/download/details.aspx?id=108210,CVE-2025-47172
CMP-3646,Workstation,59.3,10.2,76.3,Online,5061026,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061026,CVE-2025-33073
CMP-3647,Workstation,52.3,26.3,61.4,Offline,5061072,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061072,CVE-2025-33073
CMP-3648,Workstation,59.8,27.2,41.3,Offline,5061026,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061026,CVE-2025-33073
CMP-3649,Workstation,50.7,20.6,81.2,Offline,5061072,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061072,CVE-2025-33073
CMP-3650,Workstation,79.3,59.1,79.2,Online,5061026,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061026,CVE-2025-33073
CMP-3651,Workstation,42.2,41.4,58.2,Online,5061072,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061072,CVE-2025-33073
CMP-3652,Workstation,46.8,62.6,83.8,Online,5061010,Windows Server 2016 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33073
CMP-3653,Workstation,75.8,45.5,51.6,Online,5061010,Windows Server 2016,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33073
CMP-3654,Workstation,44.4,29.3,64.6,Online,5061010,Windows 10 Version 1607 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33073
CMP-3655,Workstation,55.6,65.6,41.5,Online,5061010,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33073
CMP-3656,Workstation,53.6,58.1,54.7,Online,5060998,Windows 10 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-33073
CMP-3657,Workstation,56.3,35.2,41.5,Online,5060998,Windows 10 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-33073
CMP-3658,Workstation,52.6,68.2,78.8,Online,5060842,Windows Server 2025,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33073
CMP-3659,Workstation,31.3,43.4,73.3,Online,5060841,Windows Server 2025,Unknown Platform,Elevation of Privilege,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33073
CMP-3660,Workstation,42.4,51.8,69.1,Online,5060842,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33073
CMP-3661,Workstation,75.7,60.3,72.5,Unstable,5060841,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33073
CMP-3662,Workstation,49.7,64.4,46.0,Online,5060842,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33073
CMP-3663,Workstation,73.9,25.5,54.1,Offline,5060841,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33073
CMP-3664,Workstation,71.9,13.1,40.1,Online,5060118,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060118,CVE-2025-33073
CMP-3665,Workstation,77.1,17.5,71.8,Online,5060999,Windows 11 Version 23H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33073
CMP-3666,Workstation,56.0,41.9,74.6,Online,5060999,Windows 11 Version 23H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33073
CMP-3667,Workstation,67.7,34.9,69.4,Online,5060842,Windows Server 2025 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33073
CMP-3668,Workstation,71.6,53.6,84.4,Online,5060841,Windows Server 2025 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33073
CMP-3669,Workstation,48.8,41.5,65.6,Online,5060533,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33073
CMP-3670,Workstation,75.1,54.6,50.4,Unstable,5060533,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33073
CMP-3671,Workstation,30.3,38.1,88.5,Online,5060533,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33073
CMP-3672,Workstation,59.0,53.9,86.7,Online,5060999,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33073
CMP-3673,Workstation,68.8,20.9,73.1,Offline,5061026,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061026,CVE-2025-33053
CMP-3674,Workstation,43.6,43.4,72.0,Online,5060996,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,IE Cumulative,Unknown,CVE-2025-33053
CMP-3675,Workstation,51.4,16.6,58.8,Online,5061026,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061026,CVE-2025-33053
CMP-3676,Workstation,49.3,62.3,64.2,Online,5060996,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,IE Cumulative,Unknown,CVE-2025-33053
CMP-3677,Workstation,42.9,56.3,43.5,Online,5061026,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061026,CVE-2025-33053
CMP-3678,Workstation,33.3,66.7,75.2,Online,5060996,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,IE Cumulative,Unknown,CVE-2025-33053
CMP-3679,Workstation,46.8,28.5,40.2,Online,5061026,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061026,CVE-2025-33053
CMP-3680,Workstation,69.0,55.1,63.8,Online,5060996,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Remote Code Execution,Important,IE Cumulative,Unknown,CVE-2025-33053
CMP-3681,Workstation,75.3,15.5,56.3,Offline,5061010,Windows Server 2016 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33053
CMP-3682,Workstation,31.8,62.4,58.3,Online,5061010,Windows Server 2016,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33053
CMP-3683,Workstation,56.8,59.7,42.6,Unstable,5061010,Windows 10 Version 1607 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33053
CMP-3684,Workstation,35.4,24.9,83.7,Offline,5061010,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-33053
CMP-3685,Workstation,40.0,29.7,62.0,Online,5060998,Windows 10 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-33053
CMP-3686,Workstation,76.3,32.6,88.8,Online,5060998,Windows 10 for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-33053
CMP-3687,Workstation,47.2,21.4,71.3,Online,5060842,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33053
CMP-3688,Workstation,47.9,56.1,82.7,Unstable,5060841,Windows Server 2025,Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33053
CMP-3689,Workstation,78.3,37.2,48.3,Online,5060842,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33053
CMP-3690,Workstation,31.1,40.7,75.8,Online,5060841,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33053
CMP-3691,Workstation,77.6,39.8,85.8,Online,5060842,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33053
CMP-3692,Workstation,33.4,30.8,75.2,Online,5060841,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33053
CMP-3693,Workstation,43.9,43.6,80.4,Online,5060118,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060118,CVE-2025-33053
CMP-3694,Workstation,56.8,15.7,47.4,Online,5060999,Windows 11 Version 23H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33053
CMP-3695,Workstation,70.0,39.3,87.6,Online,5060999,Windows 11 Version 23H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33053
CMP-3696,Workstation,38.9,32.3,56.3,Online,5060842,Windows Server 2025 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-33053
CMP-3697,Workstation,59.1,42.2,82.0,Online,5060841,Windows Server 2025 (Server Core installation),Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-33053
CMP-3698,Workstation,62.4,14.3,87.4,Online,5060533,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33053
CMP-3699,Workstation,50.8,51.0,46.3,Online,5060533,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33053
CMP-3700,Workstation,33.9,67.4,71.9,Online,5060533,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33053
CMP-3701,Workstation,31.8,66.7,74.4,Offline,5060999,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33053
CMP-3702,Workstation,78.5,48.9,71.3,Unstable,5060999,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-33053
CMP-3703,Workstation,55.1,24.6,76.9,Online,5060533,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33053
CMP-3704,Workstation,59.2,57.0,44.8,Online,5060533,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33053
CMP-3705,Workstation,55.7,10.9,71.9,Online,5060533,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-33053
CMP-3706,Workstation,68.0,41.4,64.4,Online,5060526,Windows Server 2022 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060526,CVE-2025-33053
CMP-3707,Workstation,54.4,17.7,51.4,Unstable,5060525,Windows Server 2022 (Server Core installation),Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060525,CVE-2025-33053
CMP-3708,Workstation,57.6,51.5,54.2,Online,5060526,Windows Server 2022,Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060526,CVE-2025-33053
CMP-3709,Workstation,36.4,51.1,76.0,Offline,5060525,Windows Server 2022,Unknown Platform,Remote Code Execution,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060525,CVE-2025-33053
CMP-3710,Workstation,62.8,26.3,71.0,Offline,5060999,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-24069
CMP-3711,Workstation,43.5,44.1,42.7,Online,5060533,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24069
CMP-3712,Workstation,68.1,22.7,46.9,Online,5060533,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24069
CMP-3713,Workstation,56.5,50.3,46.2,Online,5060533,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24069
CMP-3714,Workstation,53.8,24.4,55.0,Online,5060526,Windows Server 2022 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060526,CVE-2025-24069
CMP-3715,Workstation,75.3,28.7,58.1,Online,5060525,Windows Server 2022 (Server Core installation),Unknown Platform,Information Disclosure,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060525,CVE-2025-24069
CMP-3716,Workstation,36.5,55.9,54.6,Online,5060526,Windows Server 2022,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060526,CVE-2025-24069
CMP-3717,Workstation,79.0,48.6,56.7,Unstable,5060525,Windows Server 2022,Unknown Platform,Information Disclosure,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060525,CVE-2025-24069
CMP-3718,Workstation,78.7,31.3,88.4,Online,5060531,Windows Server 2019 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-24069
CMP-3719,Workstation,69.5,23.1,57.4,Online,5060531,Windows Server 2019,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-24069
CMP-3720,Workstation,33.6,32.7,84.3,Online,5060531,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-24069
CMP-3721,Workstation,49.0,37.4,85.7,Online,5060531,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060531,CVE-2025-24069
CMP-3722,Workstation,69.9,61.5,53.5,Online,5061010,Windows Server 2016 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-24068
CMP-3723,Workstation,64.1,47.9,76.4,Online,5061010,Windows Server 2016,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-24068
CMP-3724,Workstation,76.8,52.5,72.9,Online,5061010,Windows 10 Version 1607 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-24068
CMP-3725,Workstation,35.1,51.2,56.9,Online,5061010,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5061010,CVE-2025-24068
CMP-3726,Workstation,56.1,54.3,69.2,Online,5060998,Windows 10 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-24068
CMP-3727,Workstation,77.0,43.2,67.4,Online,5060998,Windows 10 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060998,CVE-2025-24068
CMP-3728,Workstation,60.2,25.9,71.8,Offline,5060999,Windows 11 Version 23H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-24068
CMP-3729,Workstation,75.2,55.8,77.3,Unstable,5060842,Windows Server 2025 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060842,CVE-2025-24068
CMP-3730,Workstation,59.8,36.3,77.0,Online,5060841,Windows Server 2025 (Server Core installation),Unknown Platform,Information Disclosure,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060841,CVE-2025-24068
CMP-3731,Workstation,79.9,48.0,79.6,Online,5060533,Windows 10 Version 22H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24068
CMP-3732,Workstation,55.4,13.2,79.0,Online,5060533,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24068
CMP-3733,Workstation,35.8,29.6,63.8,Online,5060533,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24068
CMP-3734,Workstation,39.4,45.1,53.8,Online,5060999,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-24068
CMP-3735,Workstation,69.6,16.9,83.9,Online,5060999,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060999,CVE-2025-24068
CMP-3736,Workstation,48.9,53.1,66.6,Offline,5060533,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24068
CMP-3737,Workstation,65.1,55.7,70.9,Unstable,5060533,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24068
CMP-3738,Workstation,58.7,16.7,88.7,Unstable,5060533,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060533,CVE-2025-24068
CMP-3739,Workstation,63.0,26.1,88.6,Online,5060526,Windows Server 2022 (Server Core installation),Unknown Platform,Information Disclosure,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060526,CVE-2025-24068
CMP-3740,Workstation,44.6,53.2,74.6,Online,5060525,Windows Server 2022 (Server Core installation),Unknown Platform,Information Disclosure,Important,SecurityHotpatchUpdate,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5060525,CVE-2025-24068
